,time,time15,time30,Longitude,Latitude,Velocity,range,rangesize
0,0.0,0.0,0.0,-90.892469,14.668771,815,470,5.0
1,0.0,0.25,0.0,-90.892469,14.668771,815,470,5.0
2,0.0,0.5,0.5,-90.892469,14.668771,815,470,5.0
3,1.0,0.75,1.0,-90.892469,14.668771,815,470,5.0
4,1.0,1.0,1.0,-90.892469,14.668771,815,470,5.0
5,1.0,1.25,1.0,-90.892469,14.668771,815,470,5.0
6,2.0,1.5,1.5,-90.892469,14.668771,815,470,5.0
7,2.0,1.75,2.0,-90.892469,14.668771,815,470,5.0
8,2.0,2.0,2.0,-90.892469,14.668771,815,470,5.0
9,2.0,2.25,2.0,-90.892469,14.668771,815,470,5.0
10,2.0,2.5,2.5,-90.892469,14.668771,815,470,5.0
11,3.0,2.75,3.0,-90.892469,14.668771,815,470,5.0
12,3.0,3.0,3.0,-90.892469,14.668771,815,470,5.0
13,3.0,3.25,3.0,-88.83470871374075,14.951610161519895,815,470,83.92857142857142
14,4.0,3.5,3.5,-86.60827994952965,15.097346309356965,815,470,83.92857142857142
15,4.0,3.75,4.0,-84.24487771328663,15.067275858331271,815,470,83.92857142857142
16,4.0,4.0,4.0,-81.7761970109317,14.822695223262878,815,470,83.92857142857142
17,4.0,4.25,4.0,-79.23402455871937,14.324901871676184,815,470,83.92857142857142
18,4.0,4.5,4.5,-77.37835609455087,13.543552076086256,815,470,83.92857142857142
19,5.0,4.75,5.0,-78.68784571621057,12.539511383200944,815,470,83.92857142857142
20,5.0,5.0,5.0,-79.78178231377169,11.893178154765055,815,470,83.92857142857142
21,5.0,5.25,5.0,-78.07904290485321,11.424742607525651,815,470,83.92857142857142
22,6.0,5.5,5.5,-77.71881256952886,9.713650124820699,815,470,83.92857142857142
23,6.0,5.75,6.0,-79.15123188414897,9.119074897538562,815,470,83.92857142857142
24,6.0,6.0,6.0,-81.45986400498768,9.803331457001882,815,470,83.92857142857142
25,6.0,6.25,6.0,-83.95678421074369,10.959367331642202,815,470,83.92857142857142
26,6.0,6.5,6.5,-86.25929173569106,12.1222395944662,815,470,83.92857142857142
27,7.0,6.75,7.0,-88.36004147705562,13.247721820447413,815,470,83.92857142857142
28,7.0,7.0,7.0,-90.27475504876583,14.317441859106946,815,470,83.92857142857142
29,7.0,7.25,7.0,-90.892469,14.668771,815,470,5.0
30,8.0,7.5,7.5,-90.892469,14.668771,815,470,5.0
31,8.0,7.75,8.0,-90.892469,14.668771,815,470,5.0
32,8.0,8.0,8.0,-90.892469,14.668771,815,470,5.0
33,8.0,8.25,8.0,-90.892469,14.668771,815,470,5.0
34,8.0,8.5,8.5,-90.892469,14.668771,815,470,5.0
35,9.0,8.75,9.0,-90.892469,14.668771,815,470,5.0
36,9.0,9.0,9.0,-90.892469,14.668771,815,470,5.0
37,9.0,9.25,9.0,-90.892469,14.668771,815,470,5.0
38,10.0,9.5,9.5,-90.892469,14.668771,815,470,5.0
39,10.0,9.75,10.0,-90.892469,14.668771,815,470,5.0
40,10.0,10.0,10.0,-90.892469,14.668771,815,470,5.0
41,10.0,10.25,10.0,-90.892469,14.668771,815,470,5.0
42,10.0,10.5,10.5,-90.892469,14.668771,815,470,5.0
43,11.0,10.75,11.0,-90.892469,14.668771,815,470,5.0
44,11.0,11.0,11.0,-90.892469,14.668771,815,470,5.0
45,11.0,11.25,11.0,-90.892469,14.668771,815,470,5.0
46,12.0,11.5,11.5,-90.892469,14.668771,815,470,5.0
47,12.0,11.75,12.0,-90.892469,14.668771,815,470,5.0
48,12.0,12.0,12.0,-90.892469,14.668771,815,470,5.0
49,12.0,12.25,12.0,-90.892469,14.668771,815,470,5.0
50,12.0,12.5,12.5,-90.892469,14.668771,815,470,5.0
51,13.0,12.75,13.0,-90.892469,14.668771,815,470,5.0
52,13.0,13.0,13.0,-90.892469,14.668771,815,470,5.0
53,13.0,13.25,13.0,-90.892469,14.668771,815,470,5.0
54,14.0,13.5,13.5,-90.892469,14.668771,815,470,5.0
55,14.0,13.75,14.0,-90.892469,14.668771,815,470,5.0
56,14.0,14.0,14.0,-90.892469,14.668771,815,470,5.0
57,14.0,14.25,14.0,-90.892469,14.668771,815,470,5.0
58,14.0,14.5,14.5,-90.892469,14.668771,815,470,5.0
59,15.0,14.75,15.0,-90.892469,14.668771,815,470,5.0
60,15.0,15.0,15.0,-90.892469,14.668771,815,470,5.0
61,15.0,15.25,15.0,-90.892469,14.668771,815,470,5.0
62,16.0,15.5,15.5,-90.892469,14.668771,815,470,5.0
63,16.0,15.75,16.0,-90.892469,14.668771,815,470,5.0
64,16.0,16.0,16.0,-90.892469,14.668771,815,470,5.0
65,16.0,16.25,16.0,-90.892469,14.668771,815,470,5.0
66,16.0,16.5,16.5,-90.892469,14.668771,815,470,5.0
67,17.0,16.75,17.0,-90.892469,14.668771,815,470,5.0
68,17.0,17.0,17.0,-90.892469,14.668771,815,470,5.0
69,17.0,17.25,17.0,-90.892469,14.668771,815,470,5.0
70,18.0,17.5,17.5,-90.892469,14.668771,815,470,5.0
71,18.0,17.75,18.0,-90.892469,14.668771,815,470,5.0
72,18.0,18.0,18.0,-90.892469,14.668771,815,470,5.0
73,18.0,18.25,18.0,-90.892469,14.668771,815,470,5.0
74,18.0,18.5,18.5,-90.892469,14.668771,815,470,5.0
75,19.0,18.75,19.0,-90.892469,14.668771,815,470,5.0
76,19.0,19.0,19.0,-90.892469,14.668771,815,470,5.0
77,19.0,19.25,19.0,-90.892469,14.668771,815,470,5.0
78,20.0,19.5,19.5,-90.892469,14.668771,815,470,5.0
79,20.0,19.75,20.0,-90.892469,14.668771,815,470,5.0
80,20.0,20.0,20.0,-90.892469,14.668770999999998,815,470,5.0
81,20.0,20.25,20.0,-89.44146848113819,14.802970588750805,815,470,83.92857142857142
82,20.0,20.5,20.5,-87.31741436621829,14.923627715042143,815,470,83.92857142857142
83,21.0,20.75,21.0,-84.75247752703741,14.942927712280392,815,470,83.92857142857142
