,Unnamed: 0,column,row,ids,heading,velocity,freeboard,Steps,Unnamed: 0.1,geometry,Longitude,Latitude,time,time15,time30
0,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,0.0,0.0,0.0
1,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,0.0,0.2467948717948718,0.0
2,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,0.0,0.4935897435897436,0.5
3,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,1.0,0.7403846153846154,0.5
4,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,1.0,0.9871794871794872,1.0
5,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,1.0,1.233974358974359,1.0
6,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,1.0,1.4807692307692308,1.5
7,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,2.0,1.7275641025641026,1.5
8,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,2.0,1.9743589743589745,2.0
9,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,2.0,2.2211538461538463,2.0
10,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,2.0,2.467948717948718,2.5
11,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,3.0,2.71474358974359,2.5
12,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,3.0,2.9615384615384617,3.0
13,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,3.0,3.2083333333333335,3.0
14,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,3.0,3.4551282051282053,3.5
15,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,4.0,3.701923076923077,3.5
16,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,4.0,3.948717948717949,4.0
17,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,4.0,4.195512820512821,4.0
18,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,4.0,4.4423076923076925,4.5
19,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,5.0,4.689102564102564,4.5
20,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,5.0,4.935897435897436,5.0
21,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,5.0,5.182692307692308,5.0
22,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,5.0,5.42948717948718,5.5
23,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,6.0,5.676282051282051,5.5
24,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,6.0,5.923076923076923,6.0
25,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,6.0,6.169871794871796,6.0
26,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,6.0,6.416666666666667,6.5
27,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,7.0,6.663461538461538,6.5
28,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,7.0,6.910256410256411,7.0
29,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,7.0,7.157051282051283,7.0
30,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,7.0,7.403846153846154,7.5
31,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,8.0,7.6506410256410255,7.5
32,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,8.0,7.897435897435898,8.0
33,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,8.0,8.14423076923077,8.0
34,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,8.0,8.391025641025642,8.5
35,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,9.0,8.637820512820513,8.5
36,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,9.0,8.884615384615385,9.0
37,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,9.0,9.131410256410257,9.0
38,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,9.0,9.378205128205128,9.5
39,0,22,6,461,0,56,2700 kg,0,461,POINT (-80.3125 0.6979166666666663),-80.3125,0.6979166666666663,10.0,9.625,9.5
