,time,crumb_id,geometry,Longitude,Latitude,Iteration
0,0,0,POINT (-93.10487000000001 -3.1769605),-93.10487,-3.1769605,track_100
1,1,1,POINT (-94.03487 -3.1769605),-94.03487,-3.1769605,track_100
2,2,2,POINT (-94.03487 -2.2969605),-94.03487,-2.2969605,track_100
3,3,3,POINT (-93.10487000000001 -2.2969605),-93.10487,-2.2969605,track_100
4,4,4,POINT (-94.03487 -2.2969605),-94.03487,-2.2969605,track_100
5,5,5,POINT (-94.03487 -3.1769605),-94.03487,-3.1769605,track_100
6,6,6,POINT (-94.96487 -3.1769605),-94.96487,-3.1769605,track_100
7,7,7,POINT (-95.89487 -3.1769605),-95.89487,-3.1769605,track_100
8,8,8,POINT (-96.82487 -3.1769605),-96.82487,-3.1769605,track_100
9,9,9,POINT (-96.82487 -3.1769605),-96.82487,-3.1769605,track_100
10,10,10,POINT (-96.82487 -2.2969605),-96.82487,-2.2969605,track_100
11,11,11,POINT (-96.82487 -3.1769605),-96.82487,-3.1769605,track_100
12,12,12,POINT (-97.75487 -3.1769605),-97.75487,-3.1769605,track_100
13,13,13,POINT (-97.75487 -3.1769605),-97.75487,-3.1769605,track_100
14,14,14,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_100
15,15,15,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_100
16,16,16,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_100
17,17,17,POINT (-98.68487 -0.5369605),-98.68487,-0.5369605,track_100
18,18,18,POINT (-97.75487 -0.5369605),-97.75487,-0.5369605,track_100
19,19,19,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
20,20,20,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_100
21,21,21,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_100
22,22,22,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_100
23,23,23,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
24,24,24,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_100
25,25,25,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
26,26,26,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_100
27,27,27,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_100
28,28,28,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
29,29,29,POINT (-96.82487 -1.4169605),-96.82487,-1.4169605,track_100
30,30,30,POINT (-96.82487 -2.2969605),-96.82487,-2.2969605,track_100
31,31,31,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_100
32,32,32,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
33,33,33,POINT (-97.75487 -0.5369605),-97.75487,-0.5369605,track_100
34,34,34,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_100
35,35,35,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_100
36,36,36,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_100
37,37,37,POINT (-97.75487 -0.5369605),-97.75487,-0.5369605,track_100
38,38,38,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
39,39,39,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_100
40,40,40,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_100
41,41,41,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_100
42,42,42,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_100
43,43,43,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_100
44,44,44,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_100
45,45,45,POINT (-97.75487 -3.1769605),-97.75487,-3.1769605,track_100
46,46,46,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_100
47,47,47,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
48,48,48,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_100
49,49,49,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
50,50,50,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_100
51,51,51,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
52,52,52,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_100
53,53,53,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_100
54,54,54,POINT (-97.75487 -0.5369605),-97.75487,-0.5369605,track_100
55,55,55,POINT (-98.68487 -0.5369605),-98.68487,-0.5369605,track_100
56,56,56,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_100
57,57,57,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_100
58,58,58,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_100
