Unnamed: 0.1,Time,Longitude_x,Latitude_x,distance,color,size,detect,Longitude,Latitude
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-80.375,0.125,1726.9894307445345,#ff3030,5,0,-80.375,0.125
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-79.125,1.125,1779.2819635672338,#ff3030,5,0,-79.125,1.125
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
0,0.0,-77.125,3.625,1844.7258296572234,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-80.375,0.125,1717.9960246977862,#ff3030,5,0,-80.375,0.125
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-79.125,1.125,1769.5642121774597,#ff3030,5,0,-79.125,1.125
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
1,0.25,-77.125,3.625,1833.9432184116242,#ff3030,5,0,-77.125,3.625
2,0.5,-77.125,3.625,1823.1769189429533,#ff3030,5,0,-77.125,3.625
2,0.5,-77.125,3.625,1823.1769189429533,#ff3030,5,0,-77.125,3.625
2,0.5,-80.375,0.125,1709.0435032078753,#ff3030,5,0,-80.375,0.125
2,0.5,-80.375,0.125,1709.0435032078753,#ff3030,5,0,-80.375,0.125
2,0.5,-77.125,3.625,1823.1769189429533,#ff3030,5,0,-77.125,3.625
2,0.5,-79.125,1.125,1759.8776716974958,#ff3030,5,0,-79.125,1.125
2,0.5,-77.125,3.625,1823.1769189429533,#ff3030,5,0,-77.125,3.625
2,0.5,-80.375,0.125,1709.0435032078753,#ff3030,5,0,-80.375,0.125
2,0.5,-77.125,3.625,1823.1769189429533,#ff3030,5,0,-77.125,3.625
