Unnamed: 0.1,Time,Longitude_x,Latitude_x,distance,color,size,detect,Longitude,Latitude
0,0.0,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
0,0.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
0,0.0,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
0,0.0,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
0,0.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
0,0.0,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
0,0.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
0,0.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
0,0.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
0,0.0,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
0,0.0,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
0,0.0,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
1,0.25,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
1,0.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
1,0.25,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
1,0.25,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
1,0.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
1,0.25,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
1,0.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
1,0.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
1,0.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
1,0.25,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
1,0.25,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
1,0.25,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
2,0.5,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
2,0.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
2,0.5,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
2,0.5,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
2,0.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
2,0.5,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
2,0.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
2,0.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
2,0.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
2,0.5,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
2,0.5,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
2,0.5,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
3,0.75,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
3,0.75,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
3,0.75,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
3,0.75,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
3,0.75,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
3,0.75,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
3,0.75,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
3,0.75,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
3,0.75,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
3,0.75,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
3,0.75,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
3,0.75,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
4,1.0,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
4,1.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
4,1.0,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
4,1.0,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
4,1.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
4,1.0,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
4,1.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
4,1.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
4,1.0,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
4,1.0,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
4,1.0,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
4,1.0,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
5,1.25,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
5,1.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
5,1.25,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
5,1.25,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
5,1.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
5,1.25,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
5,1.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
5,1.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
5,1.25,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
5,1.25,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
5,1.25,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
5,1.25,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
6,1.5,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
6,1.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
6,1.5,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
6,1.5,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
6,1.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
6,1.5,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
6,1.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
6,1.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
6,1.5,-75.625,10.375,605.4167723822457,#ff3030,5,0,-75.625,10.375
6,1.5,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
6,1.5,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
6,1.5,-76.125,9.375,602.7093086686705,#ff3030,5,0,-76.125,9.375
7,1.75,-75.625,9.625,639.9144750087229,#ff3030,5,0,-75.625,9.625
