,time dec,Latitude,Longitude,time
0,0.0,-0.15625000000000017,-80.3125,0
1,0.22110552763819097,-0.24332168692288292,-80.42670261189157,0
2,0.44221105527638194,-0.26545855647954797,-80.61375892139073,0
3,0.6633165829145728,-0.24109371811588953,-80.85298787885408,1
4,0.8844221105527639,-0.1886602812778014,-81.12370843463806,1
5,1.105527638190955,-0.12659135541117775,-81.40523953909934,1
6,1.3266331658291457,-0.07332004996191274,-81.6769001425944,1
7,1.5477386934673367,-0.04727947437590024,-81.91800919547985,2
8,1.7688442211055277,-0.06690273809903441,-82.1078856481122,2
9,1.9899497487437188,-0.15062295057720937,-82.22584845084805,2
10,2.21105527638191,-0.3088714845576899,-82.26019411230959,2
11,2.432160804020101,-0.515390613831485,-82.24038252052055,2
12,2.6532663316582914,-0.7334134745732092,-82.20766430329354,3
13,2.8743718592964824,-0.9261723389323511,-82.20329105783526,3
14,3.0954773869346734,-1.057632342120913,-82.26769214473883,3
15,3.3165829145728645,-1.1155439202999275,-82.41461097696931,3
16,3.5376884422110555,-1.1160797534555322,-82.6259025961058,4
17,3.7587939698492465,-1.0770820047859633,-82.8815489649861,4
18,3.9798994974874375,-1.0163928374894584,-83.16153204644795,4
19,4.201005025125628,-0.9522244036495892,-83.44541869408718,4
20,4.42211055276382,-0.9047353668756751,-83.71059187177785,4
21,4.64321608040201,-0.8947222516153552,-83.93371889506086,5
22,4.864321608040202,-0.9429819523051524,-84.09146666436794,5
23,5.085427135678392,-1.0696728147241397,-84.16121850050713,5
24,5.306532663316583,-1.2680063793185095,-84.15059072249915,5
25,5.527638190954774,-1.4949089482608486,-84.10790991280088,6
26,5.748743718592965,-1.7047485999857843,-84.0843728558373,6
27,5.969849246231156,-1.851893412927946,-84.1311763360333,6
28,6.190954773869347,-1.9010788829540886,-84.28788540403986,6
29,6.412060301507538,-1.8797453189025102,-84.52371338640631,6
30,6.633165829145729,-1.8387870631870036,-84.78155933457327,7
31,6.85427135678392,-1.829139268874616,-85.0042765124304,7
32,7.075376884422111,-1.901088321478402,-85.13544606875993,7
33,7.296482412060302,-2.068036200735906,-85.16003161909717,7
34,7.517587939698493,-2.2873580893316516,-85.12585605561704,8
35,7.738693467336684,-2.511740935320739,-85.08600223631483,8
36,7.959798994974875,-2.693871686758272,-85.0935530191858,8
37,8.180904522613066,-2.7932685372664365,-85.19392697176755,8
38,8.402010050251256,-2.8170903559997558,-85.37909238356364,8
39,8.623115577889449,-2.792783593255058,-85.61825596816426,9
40,8.84422110552764,-2.7478696649869754,-85.88054033171971,9
41,9.06532663316583,-2.709719984469738,-86.13523637012395,9
42,9.28643216080402,-2.693661712435045,-86.3651475656313,9
43,9.507537688442211,-2.694354070886088,-86.57626500022239,10
44,9.728643216080403,-2.7044222673282,-86.77686174029019,10
45,9.949748743718594,-2.716491509266717,-86.97521085222766,10
46,10.170854271356784,-2.723906216908049,-87.17877887788546,10
47,10.391959798994975,-2.725817651536072,-87.3885205722182,10
48,10.613065326633166,-2.72418526845965,-87.60224158366809,11
49,10.834170854271358,-2.720986821702815,-87.81772704051296,11
50,11.055276381909549,-2.7181935184728676,-88.03276936606244,11
51,11.27638190954774,-2.716984401152405,-88.24604368247604,11
52,11.49748743718593,-2.717000010191755,-88.45793944439056,11
53,11.718592964824122,-2.7177041219894527,-88.66904307230176,12
54,11.939698492462313,-2.7185605129440304,-88.87994098670544,12
55,12.160804020100503,-2.719078053663823,-89.09117362485831,12
56,12.381909547738694,-2.719189341794931,-89.30284934322928,12
57,12.603015075376884,-2.7190591397042168,-89.51483975645478,13
58,12.824120603015077,-2.718854587773508,-89.72701405427371,13
59,13.045226130653267,-2.718742399231482,-89.93924152288861,13
60,13.266331658291458,-2.7188037623387658,-90.15141076249776,13
61,13.487437185929648,-2.718931461517291,-90.36345292030123,13
62,13.70854271356784,-2.7189931588412013,-90.57530481684726,14
63,13.929648241206031,-2.7188565163846428,-90.78690327268403,14
64,14.150753768844222,-2.7184153216867943,-90.99820870649837,14
65,14.371859296482413,-2.7178509591468143,-91.20944131227905,14
66,14.592964824120603,-2.717522984964956,-91.42098221982404,15
67,14.814070351758795,-2.71779361046281,-91.63321495720149,15
68,15.035175879396986,-2.7190239203800783,-91.8465218079577,15
69,15.256281407035177,-2.7211438141989315,-92.06080873032936,15
70,15.477386934673367,-2.7230031540989317,-92.27478857798036,15
71,15.69849246231156,-2.7232854327195755,-92.48699041808993,16
72,15.91959798994975,-2.7206741427003625,-92.6959433178375,16
73,16.14070351758794,-2.7141199406727705,-92.90047575582977,16
74,16.36180904522613,-2.7060473940677907,-93.10330943215094,16
75,16.582914572864322,-2.7013104711647706,-93.30988868316035,17
76,16.804020100502512,-2.704812990084129,-93.5257137120727,17
77,17.025125628140703,-2.7214530943225155,-93.75627835596107,17
78,17.246231155778897,-2.7508107153802617,-94.0011101549748,17
79,17.467336683417088,-2.7772799921935074,-94.24270029427682,17
80,17.68844221105528,-2.7825621596410843,-94.46051889382915,18
81,17.90954773869347,-2.748358452601825,-94.63403607359383,18
82,18.13065326633166,-2.657442752418213,-94.7439253910248,18
83,18.35175879396985,-2.509231316402951,-94.7895320347947,18
84,18.57286432160804,-2.316261646161271,-94.78492235087953,19
85,18.79396984924623,-2.0914271646784726,-94.74456200520603,19
86,19.015075376884422,-1.8476217825033987,-94.68291721073327,19
87,19.236180904522616,-1.5996122862273978,-94.61655549388051,19
88,19.457286432160807,-1.3682769992561958,-94.56890135092463,19
89,19.678391959798997,-1.175738814148721,-94.5647756492073,20
90,19.899497487437188,-1.0441206234639064,-94.6289992560703,20
91,20.12060301507538,-0.9937031241254958,-94.78432618035903,20
92,20.34170854271357,-1.010234373580941,-95.01476640290393,20
93,20.56281407035176,-1.0487932834252027,-95.26992053808881,21
94,20.78391959798995,-1.06339267981621,-95.49819310163068,21
95,21.00502512562814,-1.0080455787310645,-95.64798882221541,21
96,21.22613065326633,-0.85406150888438,-95.68711836684335,21
97,21.447236180904525,-0.6373786814493095,-95.65590298566902,21
98,21.668341708542716,-0.4090272604772934,-95.61159644646155,22
99,21.889447236180906,-0.22003741001976113,-95.61145251699014,22
100,22.110552763819097,-0.119389960635288,-95.71042567226267,22
101,22.331658291457288,-0.10893107254671727,-95.91058665377743,22
102,22.55276381909548,-0.14337223564116167,-96.16112246952308,23
103,22.77386934673367,-0.175375606312876,-96.40892083472707,23
104,22.99497487437186,-0.15760334095611528,-96.60086946461676,23
105,23.21608040201005,-0.054363299293316056,-96.6969231139091,23
106,23.437185929648244,0.12016594517112397,-96.7129938778093,23
107,23.658291457286435,0.3384589672975046,-96.6799696612667,24
108,23.879396984924625,0.572990195472197,-96.62873853358148,24
109,24.100502512562816,0.7967802043857815,-96.58957539083316,24
110,24.321608040201006,0.9985611056083893,-96.57511536189112,24
111,24.542713567839197,1.1847557817961658,-96.57813166866312,25
112,24.763819095477388,1.3627308564189322,-96.59033796973165,25
113,24.984924623115578,1.5398529529465104,-96.60344792367927,25
114,25.20603015075377,1.7222335973350371,-96.61059697029147,25
115,25.427135678391963,1.9098210785355378,-96.61190229732728,25
116,25.648241206030153,2.1006749659704127,-96.6096206441695,26
117,25.869346733668344,2.292854337374008,-96.60600930718783,26
118,26.090452261306535,2.4844449483098185,-96.60329134936894,26
119,26.311557788944725,2.6745160476999685,-96.60242780054642,26
120,26.532663316582916,2.8633843016987908,-96.60277898640183,27
121,26.753768844221106,3.0514467758990893,-96.60360206287389,27
122,26.974874371859297,3.2391005358936655,-96.60415418590132,27
123,27.195979899497488,3.426737493526536,-96.60386160278391,27
124,27.41708542713568,3.6147204976827796,-96.6031040988156,27
125,27.638190954773872,3.803402219117074,-96.60259539755391,28
126,27.859296482412063,3.9931353177238638,-96.6030495788742,28
127,28.080402010050253,4.18425514017894,-96.6051580625542,28
128,28.301507537688444,4.37625328426781,-96.60850794267286,28
129,28.522613065326635,4.567414832851118,-96.61110718775105,29
130,28.743718592964825,4.755932080758293,-96.61084232234862,29
131,28.964824120603016,4.939997322818758,-96.60559987102523,29
132,29.185929648241206,5.118663667254899,-96.59424287010631,29
133,29.4070351758794,5.296572448202495,-96.58197367219404,29
134,29.62814070351759,5.480595997396938,-96.57652548666259,30
135,29.84924623115578,5.677612475626084,-96.58563813539759,30
136,30.070351758793972,5.894325112503261,-96.61685502041763,30
137,30.291457286432163,6.125698388825771,-96.66453879716157,30
138,30.512562814070353,6.34774862816964,-96.70177635629955,31
139,30.733668341708544,6.534770892554044,-96.69972188572956,31
140,30.954773869346734,6.661060243998158,-96.62952957334966,31
141,31.175879396984925,6.706469152465501,-96.46858939922328,31
142,31.39698492462312,6.6925276014593615,-96.24105636678645,31
143,31.61809045226131,6.659684870598823,-95.99231422490404,32
144,31.8391959798995,6.648484731640383,-95.76785274908801,32
145,32.06030150753769,6.699247077851278,-95.61291052706999,32
146,32.28140703517588,6.830434628510866,-95.54820277663197,32
147,32.502512562814076,7.020618272831833,-95.54968677442237,33
148,32.72361809045226,7.244123500526937,-95.58855653251672,33
149,32.94472361809046,7.475275801308957,-95.6360060629905,33
150,33.165829145728644,7.690680966786788,-95.66578780462162,33
151,33.38693467336684,7.8867918606283895,-95.67392198415274,33
152,33.608040201005025,8.070280477221452,-95.66789437021492,34
153,33.82914572864322,8.247903266579472,-95.65528548798369,34
154,34.050251256281406,8.426400815526083,-95.64365806461706,34
155,34.2713567839196,8.610079282319278,-95.63784347231035,34
156,34.492462311557794,8.798210864005824,-95.63702513156699,34
157,34.71356783919598,8.989444270819007,-95.63968692960925,35
158,34.934673366834176,9.182428212992127,-95.64431275365945,35
159,35.15577889447236,9.375811400689688,-95.64938649319636,35
160,35.37688442211056,9.568242543377377,-95.65339206062721,35
161,35.597989949748744,9.758370350113607,-95.65481338172093,36
162,35.81909547738694,9.944843529951745,-95.65213438241275,36
163,36.040201005025125,10.126318913903058,-95.64384810106779,36
164,36.26130653266332,10.30365133784265,-95.63091362738032,36
165,36.48241206030151,10.48285714190777,-95.62008100021656,36
166,36.7035175879397,10.670692779651706,-95.61893062861313,37
167,36.924623115577894,10.873914704627762,-95.6350429216067,37
168,37.14572864321608,11.097731820196582,-95.67426201254513,37
169,37.366834170854275,11.32885901492951,-95.72168265396905,37
170,37.58793969849246,11.541835918739723,-95.74873955319879,38
171,37.80904522613066,11.71098800836071,-95.72662714815252,38
172,38.030150753768844,11.81066874536302,-95.62657127437022,38
173,38.25125628140704,11.831314580838628,-95.43784209691172,38
174,38.47236180904523,11.806360149825853,-95.1979516452521,38
175,38.69346733668342,11.776349272458559,-94.95238810767148,39
176,38.91457286432161,11.781825768870597,-94.74663967244997,39
177,39.1356783919598,11.860782162670365,-94.62333209762753,39
