,Unnamed: 0,Unnamed: 0.1,time,time30,time15,Latitude,Longitude
0,0.0,0.0,0.0,0.0,0.0,13.510416666666664,-92.77083333333336
1,1.0,1.0,0.0,0.0,0.25,13.510416666666664,-92.77083333333336
2,2.0,2.0,0.0,0.5,0.5,13.510416666666664,-92.77083333333336
3,3.0,3.0,1.0,1.0,0.75,13.510416666666664,-92.77083333333336
4,4.0,4.0,1.0,1.0,1.0,13.510416666666664,-92.77083333333336
5,5.0,5.0,1.0,1.0,1.25,13.510416666666664,-92.77083333333336
6,6.0,6.0,2.0,1.5,1.5,12.656249999999996,-92.77083333333336
7,7.0,7.0,2.0,2.0,1.75,12.656249999999996,-92.77083333333336
8,8.0,8.0,2.0,2.0,2.0,13.38,-91.33
9,9.0,9.0,2.0,2.0,2.25,13.0191708518313,-91.06372150730536
10,10.0,10.0,2.0,2.5,2.5,12.564068319151565,-91.00783339632537
11,11.0,11.0,3.0,3.0,2.75,12.128947662319645,-91.15652018783142
12,12.0,12.0,3.0,3.0,3.0,11.834534221235662,-91.48259771416916
13,13.0,13.0,3.0,3.0,3.25,11.762225876854934,-91.900804763659
14,14.0,14.0,4.0,3.5,3.5,11.930839622641509,-92.29507783018867
15,15.0,15.0,4.0,4.0,3.75,12.293554172061906,-92.55592010094615
16,16.0,16.0,4.0,4.0,4.0,12.747998273523246,-92.6181863529168
17,17.0,17.0,4.0,4.0,4.25,13.179940309378471,-92.46835127443276
18,18.0,18.0,4.0,4.5,4.5,13.478308515229992,-92.14163201247968
19,19.0,19.0,5.0,5.0,4.75,12.640195924281665,-91.97706600623984
20,20.0,20.0,5.0,5.0,5.0,11.802083333333332,-91.8125
21,21.0,21.0,5.0,5.0,5.25,11.802083333333332,-91.8125
22,22.0,22.0,6.0,5.5,5.5,11.802083333333332,-91.8125
23,23.0,23.0,6.0,6.0,5.75,11.802083333333332,-91.8125
24,24.0,24.0,6.0,6.0,6.0,11.802083333333332,-91.8125
25,25.0,25.0,6.0,6.0,6.25,11.802083333333332,-91.8125
26,26.0,26.0,6.0,6.5,6.5,11.802083333333332,-91.8125
27,27.0,27.0,7.0,7.0,6.75,10.947916666666664,-91.8125
28,28.0,28.0,7.0,7.0,7.0,10.947916666666664,-91.8125
29,29.0,29.0,7.0,7.0,7.25,10.947916666666664,-91.8125
30,30.0,30.0,8.0,7.5,7.5,10.947916666666664,-90.85416666666669
31,31.0,31.0,8.0,8.0,7.75,10.947916666666664,-90.85416666666669
32,32.0,32.0,8.0,8.0,8.0,10.947916666666664,-90.85416666666669
33,33.0,33.0,8.0,8.0,8.25,10.947916666666664,-90.85416666666669
34,34.0,34.0,8.0,8.5,8.5,10.947916666666664,-90.85416666666669
35,35.0,35.0,9.0,9.0,8.75,10.947916666666664,-90.85416666666669
36,36.0,36.0,9.0,9.0,9.0,10.947916666666664,-90.85416666666669
37,37.0,37.0,9.0,9.0,9.25,10.947916666666664,-90.85416666666669
38,38.0,38.0,10.0,9.5,9.5,10.82,-90.36
39,39.0,39.0,10.0,10.0,9.75,10.460237431208313,-90.09470185205168
40,40.0,40.0,10.0,10.0,10.0,9.99432286123938,-90.02835327573845
41,41.0,41.0,10.0,10.0,10.25,9.56646081707054,-90.18290988022568
42,42.0,42.0,10.0,10.5,10.5,9.275044503211642,-90.5206251124722
43,43.0,43.0,11.0,11.0,10.75,9.203297640419922,-90.94060007841652
44,44.0,44.0,11.0,11.0,11.0,9.364922169811322,-91.33894811320756
45,45.0,45.0,11.0,11.0,11.25,9.726476337567505,-91.61087539764917
46,46.0,46.0,12.0,11.5,11.5,10.18935661488759,-91.67951884280384
47,47.0,47.0,12.0,12.0,11.75,10.619605220665314,-91.52643622826491
48,48.0,48.0,12.0,12.0,12.0,10.91838765588152,-91.18982719246564
49,49.0,49.0,12.0,12.0,12.25,10.078985494607426,-90.54283026289949
50,50.0,50.0,12.0,12.5,12.5,9.239583333333332,-89.89583333333334
51,51.0,51.0,13.0,13.0,12.75,9.239583333333332,-89.89583333333334
52,52.0,52.0,13.0,13.0,13.0,9.239583333333332,-89.89583333333334
53,53.0,53.0,13.0,13.0,13.25,9.239583333333332,-89.89583333333334
54,54.0,54.0,14.0,13.5,13.5,9.239583333333332,-89.89583333333334
55,55.0,55.0,14.0,14.0,13.75,9.239583333333332,-89.89583333333334
56,56.0,56.0,14.0,14.0,14.0,9.239583333333332,-89.89583333333334
57,57.0,57.0,14.0,14.0,14.25,9.239583333333332,-89.89583333333334
58,58.0,58.0,14.0,14.5,14.5,9.239583333333332,-89.89583333333334
59,59.0,59.0,15.0,15.0,14.75,9.239583333333332,-89.89583333333334
60,60.0,60.0,15.0,15.0,15.0,9.239583333333332,-89.89583333333334
61,61.0,61.0,15.0,15.0,15.25,9.239583333333332,-89.89583333333334
62,62.0,62.0,16.0,15.5,15.5,8.385416666666666,-89.89583333333334
63,63.0,63.0,16.0,16.0,15.75,8.385416666666666,-88.93750000000001
64,64.0,64.0,16.0,16.0,16.0,8.385416666666666,-88.93750000000001
65,65.0,65.0,16.0,16.0,16.25,8.385416666666666,-88.93750000000001
66,66.0,66.0,16.0,16.5,16.5,8.385416666666666,-88.93750000000001
67,67.0,67.0,17.0,17.0,16.75,8.385416666666666,-88.93750000000001
68,68.0,68.0,17.0,17.0,17.0,8.26,-88.44
69,69.0,69.0,17.0,17.0,17.25,7.899878977490718,-88.1555728709927
70,70.0,70.0,18.0,17.5,17.5,7.435425795755059,-88.08706210634732
71,71.0,71.0,18.0,18.0,17.75,6.9975721420643735,-88.25140237698855
72,72.0,72.0,18.0,18.0,18.0,6.711382277579096,-88.58933937143458
73,73.0,73.0,18.0,18.0,18.25,6.644022686555406,-89.0216495696083
74,74.0,74.0,18.0,18.5,18.5,6.805943396226416,-89.43471698113207
75,75.0,75.0,19.0,19.0,18.75,7.161387428748579,-89.71636165505976
76,76.0,76.0,19.0,19.0,19.0,7.622195639961085,-89.78706873478485
77,77.0,77.0,19.0,19.0,19.25,8.058279862652611,-89.6261388965964
78,78.0,78.0,20.0,19.5,19.5,8.348367879996166,-89.28783219833474
79,79.0,79.0,20.0,20.0,19.75,7.939808939998084,-88.6334994325007
80,80.0,80.0,20.0,20.0,20.0,7.531250000000001,-87.97916666666666
81,81.0,81.0,20.0,20.0,20.25,7.531250000000001,-87.97916666666666
82,82.0,82.0,20.0,20.5,20.5,7.531250000000001,-87.97916666666666
83,83.0,83.0,21.0,21.0,20.75,6.677083333333334,-87.97916666666666
84,84.0,84.0,21.0,21.0,21.0,6.677083333333334,-87.97916666666666
85,85.0,85.0,21.0,21.0,21.25,6.677083333333334,-87.97916666666666
86,86.0,86.0,22.0,21.5,21.5,6.677083333333334,-87.97916666666666
87,87.0,87.0,22.0,22.0,21.75,6.677083333333334,-87.97916666666666
88,88.0,88.0,22.0,22.0,22.0,6.677083333333334,-87.97916666666666
89,89.0,89.0,22.0,22.0,22.25,6.677083333333334,-87.97916666666666
90,90.0,90.0,22.0,22.5,22.5,6.677083333333334,-87.97916666666666
91,91.0,91.0,23.0,23.0,22.75,6.677083333333334,-87.97916666666666
92,92.0,92.0,23.0,23.0,23.0,6.677083333333334,-87.97916666666666
93,93.0,93.0,23.0,23.0,23.25,6.677083333333334,-87.97916666666666
94,94.0,94.0,24.0,23.5,23.5,6.677083333333334,-87.97916666666666
95,95.0,95.0,24.0,24.0,23.75,5.822916666666665,-87.97916666666666
96,96.0,96.0,24.0,24.0,24.0,5.822916666666665,-87.97916666666666
97,97.0,97.0,24.0,24.0,24.25,5.822916666666665,-87.97916666666666
98,98.0,98.0,24.0,24.5,24.5,5.822916666666665,-87.02083333333334
99,99.0,99.0,25.0,25.0,24.75,5.822916666666665,-87.02083333333334
100,100.0,100.0,25.0,25.0,25.0,5.822916666666665,-87.02083333333334
101,101.0,101.0,25.0,25.0,25.25,5.822916666666665,-87.02083333333334
102,102.0,102.0,26.0,25.5,25.5,5.822916666666665,-87.02083333333334
103,103.0,103.0,26.0,26.0,25.75,5.822916666666665,-87.02083333333334
104,104.0,104.0,26.0,26.0,26.0,5.822916666666665,-87.02083333333334
105,105.0,105.0,26.0,26.0,26.25,5.822916666666665,-87.02083333333334
106,106.0,106.0,26.0,26.5,26.5,4.968749999999999,-87.02083333333334
107,107.0,107.0,27.0,27.0,26.75,4.968749999999999,-87.02083333333334
108,108.0,108.0,27.0,27.0,27.0,4.968749999999999,-87.02083333333334
109,109.0,109.0,27.0,27.0,27.25,4.968749999999999,-87.02083333333334
110,110.0,110.0,28.0,27.5,27.5,4.968749999999999,-87.02083333333334
111,111.0,111.0,28.0,28.0,27.75,4.968749999999999,-87.02083333333334
112,112.0,112.0,28.0,28.0,28.0,4.968749999999999,-87.02083333333334
113,113.0,113.0,28.0,28.0,28.25,4.968749999999999,-87.02083333333334
114,114.0,114.0,28.0,28.5,28.5,4.968749999999999,-86.06250000000001
115,115.0,115.0,29.0,29.0,28.75,4.968749999999999,-86.06250000000001
116,116.0,116.0,29.0,29.0,29.0,4.968749999999999,-86.06250000000001
117,117.0,117.0,29.0,29.0,29.25,4.968749999999999,-86.06250000000001
118,118.0,118.0,30.0,29.5,29.5,4.114583333333334,-86.06250000000001
119,119.0,119.0,30.0,30.0,29.75,4.114583333333334,-86.06250000000001
120,120.0,120.0,30.0,30.0,30.0,4.114583333333334,-86.06250000000001
121,121.0,121.0,30.0,30.0,30.25,4.114583333333334,-86.06250000000001
122,122.0,122.0,30.0,30.5,30.5,4.114583333333334,-86.06250000000001
123,123.0,123.0,31.0,31.0,30.75,4.114583333333334,-86.06250000000001
124,124.0,124.0,31.0,31.0,31.0,4.114583333333334,-86.06250000000001
125,125.0,125.0,31.0,31.0,31.25,4.114583333333334,-86.06250000000001
126,126.0,126.0,32.0,31.5,31.5,4.114583333333334,-86.06250000000001
127,127.0,127.0,32.0,32.0,31.75,3.2604166666666665,-86.0625
128,128.0,128.0,32.0,32.0,32.0,3.2604166666666665,-86.0625
129,129.0,129.0,32.0,32.0,32.25,3.2604166666666665,-86.0625
130,130.0,130.0,32.0,32.5,32.5,3.2604166666666665,-85.10416666666667
131,131.0,131.0,33.0,33.0,32.75,3.2604166666666665,-85.10416666666667
132,132.0,132.0,33.0,33.0,33.0,3.2604166666666665,-85.10416666666667
133,133.0,133.0,33.0,33.0,33.25,3.2604166666666665,-85.10416666666667
134,134.0,134.0,34.0,33.5,33.5,3.2604166666666665,-85.10416666666667
135,135.0,135.0,34.0,34.0,33.75,3.2604166666666665,-85.10416666666667
136,136.0,136.0,34.0,34.0,34.0,3.2604166666666665,-85.10416666666667
137,137.0,137.0,34.0,34.0,34.25,3.2604166666666665,-85.10416666666667
138,138.0,138.0,34.0,34.5,34.5,3.2604166666666665,-85.10416666666667
139,139.0,139.0,35.0,35.0,34.75,2.4062499999999987,-85.10416666666667
140,140.0,140.0,35.0,35.0,35.0,2.4062499999999987,-85.10416666666667
141,141.0,141.0,35.0,35.0,35.25,2.4062499999999987,-85.10416666666667
142,142.0,142.0,36.0,35.5,35.5,2.4062499999999987,-85.10416666666667
143,143.0,143.0,36.0,36.0,35.75,2.4062499999999987,-85.10416666666667
144,144.0,144.0,36.0,36.0,36.0,2.4062499999999987,-85.10416666666667
145,145.0,145.0,36.0,36.0,36.25,2.4062499999999987,-85.10416666666667
146,146.0,146.0,36.0,36.5,36.5,2.4062499999999987,-85.10416666666667
147,147.0,147.0,37.0,37.0,36.75,2.4062499999999987,-84.14583333333334
148,148.0,148.0,37.0,37.0,37.0,2.4062499999999987,-84.14583333333334
149,149.0,149.0,37.0,37.0,37.25,2.4062499999999987,-84.14583333333334
150,150.0,150.0,38.0,37.5,37.5,1.552083333333333,-84.14583333333334
151,151.0,151.0,38.0,38.0,37.75,1.552083333333333,-84.14583333333334
152,152.0,152.0,38.0,38.0,38.0,1.552083333333333,-84.14583333333334
153,153.0,153.0,38.0,38.0,38.25,1.552083333333333,-84.14583333333334
154,154.0,154.0,38.0,38.5,38.5,1.552083333333333,-84.14583333333334
155,155.0,155.0,39.0,39.0,38.75,1.552083333333333,-84.14583333333334
156,156.0,156.0,39.0,39.0,39.0,1.552083333333333,-84.14583333333334
157,157.0,157.0,39.0,39.0,39.25,1.552083333333333,-84.14583333333334
158,158.0,158.0,40.0,39.5,39.5,1.552083333333333,-84.14583333333334
159,159.0,159.0,40.0,40.0,39.75,1.552083333333333,-84.14583333333334
160,160.0,160.0,40.0,40.0,40.0,1.552083333333333,-84.14583333333334
161,161.0,161.0,40.0,40.0,40.25,1.552083333333333,-84.14583333333334
162,162.0,162.0,40.0,40.5,40.5,0.6979166666666663,-84.14583333333334
163,163.0,163.0,41.0,41.0,40.75,0.6979166666666663,-83.1875
164,164.0,164.0,41.0,41.0,41.0,0.6979166666666663,-83.1875
165,165.0,165.0,41.0,41.0,41.25,0.6979166666666663,-83.1875
166,166.0,166.0,42.0,41.5,41.5,0.6979166666666663,-83.1875
167,167.0,167.0,42.0,42.0,41.75,0.6979166666666663,-83.1875
168,168.0,168.0,42.0,42.0,42.0,0.6979166666666663,-83.1875
169,169.0,169.0,42.0,42.0,42.25,0.6979166666666663,-83.1875
170,170.0,170.0,42.0,42.5,42.5,0.6979166666666663,-83.1875
171,171.0,171.0,43.0,43.0,42.75,-0.1562500000000001,-83.18750000000001
172,172.0,172.0,43.0,43.0,43.0,-0.1562500000000001,-83.18750000000001
173,173.0,173.0,43.0,43.0,43.25,-0.1562500000000001,-83.18750000000001
174,174.0,174.0,44.0,43.5,43.5,-0.1562500000000001,-83.18750000000001
175,175.0,175.0,44.0,44.0,43.75,-0.1562500000000001,-83.18750000000001
176,176.0,176.0,44.0,44.0,44.0,-0.1562500000000001,-83.18750000000001
177,177.0,177.0,44.0,44.0,44.25,-0.1562500000000001,-83.18750000000001
178,178.0,178.0,44.0,44.5,44.5,,
179,179.0,179.0,45.0,45.0,44.75,,
180,180.0,180.0,45.0,45.0,45.0,,
181,181.0,181.0,45.0,45.0,45.25,,
182,182.0,182.0,46.0,45.5,45.5,,
183,183.0,183.0,46.0,46.0,45.75,,
184,184.0,184.0,46.0,46.0,46.0,,
185,185.0,185.0,46.0,46.0,46.25,,
186,186.0,186.0,46.0,46.5,46.5,,
187,187.0,187.0,47.0,47.0,46.75,,
188,188.0,188.0,47.0,47.0,47.0,,
0,188.0,188.0,47.0,47.0,47.0,,
1,188.0,188.0,47.0,47.0,47.25,,
2,188.0,188.0,48.0,47.5,47.5,,
3,188.0,188.0,48.0,48.0,47.75,,
4,188.0,188.0,48.0,48.0,48.0,,
5,188.0,188.0,48.0,48.0,48.25,,
6,188.0,188.0,48.0,48.5,48.5,,
7,188.0,188.0,49.0,49.0,48.75,,
8,188.0,188.0,49.0,49.0,49.0,,
9,188.0,188.0,49.0,49.0,49.25,,
10,188.0,188.0,50.0,49.5,49.5,,
11,188.0,188.0,50.0,50.0,49.75,,
12,188.0,188.0,50.0,50.0,50.0,,
13,188.0,188.0,50.0,50.0,50.25,,
14,188.0,188.0,50.0,50.5,50.5,,
15,188.0,188.0,51.0,51.0,50.75,,
16,188.0,188.0,51.0,51.0,51.0,,
17,188.0,188.0,51.0,51.0,51.25,,
18,188.0,188.0,52.0,51.5,51.5,,
19,188.0,188.0,52.0,52.0,51.75,,
20,188.0,188.0,52.0,52.0,52.0,,
21,188.0,188.0,52.0,52.0,52.25,,
22,188.0,188.0,52.0,52.5,52.5,,
23,188.0,188.0,53.0,53.0,52.75,,
24,188.0,188.0,53.0,53.0,53.0,,
25,188.0,188.0,53.0,53.0,53.25,,
26,188.0,188.0,54.0,53.5,53.5,,
27,188.0,188.0,54.0,54.0,53.75,,
28,188.0,188.0,54.0,54.0,54.0,,
29,188.0,188.0,54.0,54.0,54.25,,
30,188.0,188.0,54.0,54.5,54.5,,
31,188.0,188.0,55.0,55.0,54.75,,
32,188.0,188.0,55.0,55.0,55.0,,
33,188.0,188.0,55.0,55.0,55.25,,
34,188.0,188.0,56.0,55.5,55.5,,
35,188.0,188.0,56.0,56.0,55.75,,
36,188.0,188.0,56.0,56.0,56.0,,
37,188.0,188.0,56.0,56.0,56.25,,
38,188.0,188.0,56.0,56.5,56.5,,
39,188.0,188.0,57.0,57.0,56.75,,
40,188.0,188.0,57.0,57.0,57.0,,
41,188.0,188.0,57.0,57.0,57.25,,
42,188.0,188.0,58.0,57.5,57.5,,
43,188.0,188.0,58.0,58.0,57.75,,
44,188.0,188.0,58.0,58.0,58.0,,
45,188.0,188.0,58.0,58.0,58.25,,
46,188.0,188.0,58.0,58.5,58.5,,
47,188.0,188.0,59.0,59.0,58.75,,
48,188.0,188.0,59.0,59.0,59.0,,
49,188.0,188.0,59.0,59.0,59.25,,
50,188.0,188.0,60.0,59.5,59.5,,
51,188.0,188.0,60.0,60.0,59.75,,
52,188.0,188.0,60.0,60.0,60.0,,
53,188.0,188.0,60.0,60.0,60.25,,
54,188.0,188.0,60.0,60.5,60.5,,
55,188.0,188.0,61.0,61.0,60.75,,
56,188.0,188.0,61.0,61.0,61.0,,
57,188.0,188.0,61.0,61.0,61.25,,
58,188.0,188.0,62.0,61.5,61.5,,
59,188.0,188.0,62.0,62.0,61.75,,
60,188.0,188.0,62.0,62.0,62.0,,
61,188.0,188.0,62.0,62.0,62.25,,
62,188.0,188.0,62.0,62.5,62.5,,
63,188.0,188.0,63.0,63.0,62.75,,
64,188.0,188.0,63.0,63.0,63.0,,
65,188.0,188.0,63.0,63.0,63.25,,
66,188.0,188.0,64.0,63.5,63.5,,
67,188.0,188.0,64.0,64.0,63.75,,
68,188.0,188.0,64.0,64.0,64.0,,
69,188.0,188.0,64.0,64.0,64.25,,
70,188.0,188.0,64.0,64.5,64.5,,
71,188.0,188.0,65.0,65.0,64.75,,
72,188.0,188.0,65.0,65.0,65.0,,
73,188.0,188.0,65.0,65.0,65.25,,
74,188.0,188.0,66.0,65.5,65.5,,
75,188.0,188.0,66.0,66.0,65.75,,
76,188.0,188.0,66.0,66.0,66.0,,
77,188.0,188.0,66.0,66.0,66.25,,
78,188.0,188.0,66.0,66.5,66.5,,
79,188.0,188.0,67.0,67.0,66.75,,
80,188.0,188.0,67.0,67.0,67.0,,
81,188.0,188.0,67.0,67.0,67.25,,
82,188.0,188.0,68.0,67.5,67.5,,
83,188.0,188.0,68.0,68.0,67.75,,
84,188.0,188.0,68.0,68.0,68.0,,
85,188.0,188.0,68.0,68.0,68.25,,
86,188.0,188.0,68.0,68.5,68.5,,
87,188.0,188.0,69.0,69.0,68.75,,
88,188.0,188.0,69.0,69.0,69.0,,
89,188.0,188.0,69.0,69.0,69.25,,
90,188.0,188.0,70.0,69.5,69.5,,
91,188.0,188.0,70.0,70.0,69.75,,
92,188.0,188.0,70.0,70.0,70.0,,
93,188.0,188.0,70.0,70.0,70.25,,
94,188.0,188.0,70.0,70.5,70.5,,
95,188.0,188.0,71.0,71.0,70.75,,
96,188.0,188.0,71.0,71.0,71.0,,
97,188.0,188.0,71.0,71.0,71.25,,
98,188.0,188.0,72.0,71.5,71.5,,
99,188.0,188.0,72.0,72.0,71.75,,
100,188.0,188.0,72.0,72.0,72.0,,
