Longitude,Latitude
-124.9393865,25.489612
-125.0271155,24.99660005
-124.9086901,24.16522065
-124.9376376,20.74442392
-125.0063666,20.29389673
-124.896601,19.86553713
-124.9593123,19.32625371
-125.1074815,12.55102229
-124.9660285,10.15252926
-124.9807038,9.624384169
-125.0438535,8.846351888
-125.1047905,7.713425159
-125.0160428,5.71494241
-125.0610414,5.02193113
-124.9722982,4.575671291
-125.0648764,4.168610717
-125.0598678,-1.861844967
-125.0168804,-9.69320098
-125.0459461,-10.25819154
-125.0423887,-11.01987234
-124.8847567,21.87965427
-125.0302816,18.85575954
-124.8964864,21.44427053
-124.9222339,26.58798446
-124.8223838,5.314452811
-124.928735,-11.82570896
-124.5986077,22.48792263
-124.5424975,27.20656245
-124.7603495,13.6811167
-124.7582752,-2.166375672
-124.7956214,-10.47613832
-124.5116598,25.52529919
-124.6896721,23.97092372
-124.5419937,20.58795415
-124.5222062,19.91685871
-124.5367541,19.16504853
-124.6123794,10.36303866
-124.5866117,9.452090046
-124.5866092,4.188890106
-124.4749187,22.05109845
-124.6172381,-11.16906463
-124.387609,12.35474274
-124.5262306,-10.33487652
-124.3427659,21.42655911
-124.4090323,4.869750747
-124.4132871,3.923048849
-124.4777468,5.889413126
-124.2593793,27.29578043
-124.1839383,25.59825967
-124.1681837,20.4056033
-124.1270527,19.89289102
-124.3207809,19.06988269
-124.1876771,10.63184441
-124.1932613,9.389335346
-124.2128906,4.245083272
-124.0866286,22.24306884
-124.2161777,-10.46551713
-124.4072832,-11.05010732
-124.0538195,21.69079538
-124.2206635,8.728527508
-124.1530156,23.78059203
-124.1323995,-12.01649382
-124.0288299,4.815398587
-124.2324609,-4.769161539
-123.9732569,3.978165734
-124.0563554,12.6699796
-123.8685684,27.27198897
-123.7754421,19.72414787
-123.7821863,10.61265263
-123.8022928,9.40063629
-123.8135492,4.566154707
-123.6180058,23.22387183
-123.7033169,22.36279717
-123.7996909,20.85225966
-123.8425055,-10.4196336
-123.770438,21.92485805
-123.7972599,-12.00153919
-123.6246993,18.11029375
-123.7189492,6.199693434
-123.679338,20.44978744
-123.4428657,18.70281443
-123.5578067,4.000450403
-123.5248395,3.569632356
-123.5262749,27.32551976
-123.4869799,19.75983507
-123.414303,10.56126308
-123.4122955,9.195831461
-123.4819028,4.58048623
-123.2998597,23.34078987
-123.4022419,22.30552143
-123.3211268,11.36025965
-123.2692076,11.13384425
-123.1739303,18.7427501
-123.2519187,4.108027461
-123.2529152,-11.51668431
-123.2087683,3.380207007
-123.0863588,27.35525909
-123.0089139,22.84182062
-123.0549266,13.38032466
-123.029217,23.7606072
-123.0150104,10.61261298
-123.0454103,9.284794532
-122.995652,8.647261802
-123.1231142,8.304246448
-123.0571415,28.41992698
-123.0598146,11.51609372
-122.9439079,4.68794433
-122.8530685,3.154882042
-123.0558584,-3.912668932
-122.9761835,-11.03639891
-122.8570849,24.00661091
-122.8402378,7.097067702
-122.9644375,5.556332668
-122.7343179,10.00676342
-122.6594532,13.61737541
-122.6586559,9.566515645
-122.7169062,28.01547214
-122.6103344,10.65372249
-122.6325144,8.738723849
-122.6740293,26.68315031
-122.6981943,21.30628005
-122.8246331,-12.26347185
-122.5918575,17.78514378
-122.5401058,7.554815417
-122.5764312,4.908525164
-122.5582652,19.82327896
-122.5246551,27.3017283
-122.4805379,21.89630829
-122.4621842,3.14744721
-122.66879,-4.769161539
-122.5614106,-10.77650552
-122.3548859,5.276584735
-122.2675273,13.84170907
-122.2741567,9.895545032
-122.2770664,9.3893313
-122.3242777,28.39613552
-122.1597914,23.31665853
-122.1773169,22.26473606
-122.2324077,10.78331672
-122.2309723,8.772857313
-122.3193681,-11.28405669
-122.28247,26.82589907
-122.3043005,-10.64961772
-122.1228346,10.15680824
-122.1823027,7.797488322
-122.2397306,-11.81483286
-122.2170319,19.64087776
-122.0029981,8.552153475
-122.1688088,3.189082268
-122.1303209,-12.32238404
-122.0427799,-5.011041395
-122.0377768,5.162753922
-121.9001063,14.04988435
-121.9142402,9.6969281
-121.779682,23.44870114
-121.7503892,22.3556421
-121.8416584,10.74584516
-121.8484749,9.229139506
-121.9246919,-11.18910713
-121.8180473,6.938880919
-121.7388808,10.05697221
-121.8629632,-11.66273745
-121.7680539,27.12329234
-121.6273674,8.593709227
-121.857966,-5.56749724
-121.7986226,-12.29651555
-121.6094307,8.054436105
-121.7222687,-5.092725412
-121.8648923,-10.73288784
-121.5441785,22.5734586
-121.5029954,14.34063867
-121.5692758,5.33983037
-121.4579786,23.26986866
-121.4528227,22.24255336
-121.4517921,10.5118958
-121.4807109,9.513645731
-121.4469368,8.874051947
-121.5741344,-11.27364793
-121.4191577,6.900550231
-121.204431,22.06046937
-121.3075236,9.994431512
-121.361183,2.403964045
-121.2655867,8.452943081
-121.3683327,-5.348087097
-121.3478846,-12.18869869
-121.1996957,8.013122043
-121.1984902,5.986006459
-121.0965472,27.94409776
-121.1688332,14.57820585
-121.2145247,5.680048266
-121.1973342,2.670768289
-121.0616362,10.34238163
-121.0773063,7.632307605
-121.1766753,-11.37140534
-120.9165729,22.23355226
-121.0392818,14.22911336
-121.0481934,9.709264413
-121.1402617,9.156773812
-120.9576541,4.48518821
-120.9128947,21.6928913
-120.8500775,10.04158959
-120.807079,23.49212056
-120.8165992,15.10111835
-120.8681997,8.409763124
-121.0823975,-5.149824919
-120.9672126,-12.13856668
-120.8849249,6.170945418
-120.7536894,14.71350751
-120.7715969,7.829606795
-120.7833328,7.030411958
-120.9109718,5.811694352
-120.8767059,2.563366835
-120.8105407,28.15822091
-120.9619465,-5.5304883
-120.7695074,-11.63874773
-120.5681953,22.28172996
-120.7003011,20.06912406
-120.6330096,4.598329826
-120.5111904,10.20007345
-120.5441295,9.774218879
-120.3966688,23.29904152
-120.4147609,15.26089401
-120.6255576,-12.22712378
-120.3747145,21.84158793
-120.3614618,21.16617478
-120.3947095,14.67441021
-120.3600145,7.716121525
-120.4891866,7.243543798
-120.3343147,5.008137747
-120.4047604,20.59253621
-120.3780408,-11.51661823
-120.2855747,3.621293815
-120.2365785,1.838444786
-120.1553698,9.035173009
-120.2217324,5.400668535
-120.2493984,22.54343604
-120.226544,10.54302296
-120.1164812,9.835623508
-120.0383404,23.29617144
-120.0773485,15.5226891
-120.2423058,-12.12072308
-120.0130472,7.722307305
-120.039911,-11.78552783
-119.9758487,10.92527244
-119.9267416,5.180427579
-120.0613174,4.592778485
-119.8657249,10.05886672
-119.931204,2.012991031
-119.7871439,22.10725925
-119.7550237,21.64332575
-119.9685065,8.934720173
-119.7450832,9.720631445
-119.8851407,5.738733871
-119.6352548,23.28543224
-119.8194531,20.3546216
-119.5723495,20.97319959
-119.6503538,6.878571453
-119.6387855,2.56653903
-119.6221337,7.721355646
-119.6196875,3.191725763
-119.69619,-12.0184198
-119.5973271,15.41551423
-119.7470649,3.843347454
-119.6814842,-12.37053343
-119.4297184,10.30595804
-119.5191467,6.406027714
-119.4387883,21.69751741
-119.429569,9.251939657
-119.4980366,15.76286957
-119.3571706,9.828599362
-119.3606647,8.274507122
-119.3573692,5.124687584
-119.2863541,23.44998985
-119.3162847,10.53844593
-119.2728598,2.60674763
-119.3308059,20.3546216
-119.2305032,7.879965388
-119.2022183,6.683443706
-119.3960302,5.841830203
-119.3055026,-12.06967057
-119.1690715,3.065298693
-119.2258591,-5.221199303
-119.182501,20.73528498
-118.9527353,9.885189052
-118.9201338,8.441047351
-118.9480074,3.326279695
-118.9288266,8.836722011
-118.9168083,7.090088873
-119.0614441,-12.12865357
-118.8644944,5.288735374
-118.9770625,4.834658341
-118.8646357,2.503816087
-118.8983286,7.856491147
-118.8309406,6.54169569
-118.8432316,-5.978560822
-119.0602857,-6.43456383
-119.0828469,-11.45456217
-118.7034458,5.751463848
-118.6694289,-5.459690679
-118.570826,10.055298
-118.7471025,3.450788342
-118.5361573,6.896584988
-118.4960776,4.941861533
-118.5472597,2.614121953
-118.5624074,6.492130146
-118.5873922,-12.11437869
-118.4159023,22.78135065
-118.3455886,5.808505973
-118.2987446,5.358863539
-118.3211825,4.715383815
-118.3304515,-5.92436916
-118.3222539,-5.308434662
-118.35009,10.24325054
-118.2387277,7.840312953
-118.1858233,9.826424143
-118.1421973,6.796887436
-118.3092981,3.010646308
-118.0363454,9.380810072
-118.069412,3.835416967
-118.1174213,-12.28329807
-117.9402435,5.998476206
-117.9521,5.60391559
-118.001528,4.896119616
-117.9588493,-5.99392614
-117.759383,6.857725601
-117.6900752,6.436050272
-117.7970099,2.834589494
-117.6575102,9.410549399
-117.5685433,8.004474036
-117.7023741,-12.35070721
-117.5624806,6.091640547
-117.5585212,5.613545467
-117.6656098,-5.982526065
-117.5684328,4.767249201
-117.6056783,-5.332226123
-117.5099537,6.906498097
-117.3950005,5.30255708
-117.33179,8.494578139
-117.2509569,6.288268073
-117.2119138,7.98600733
-117.2314969,7.511764201
-117.3056519,3.437759685
-117.1817556,5.63582636
-117.0590931,3.935114519
-117.1088514,9.172634786
-117.2044958,-6.672478443
-116.9201364,5.342209516
-116.8773722,6.314685497
-116.9916081,8.078227566
-116.9122787,-5.076467914
-116.7291073,3.062194474
-116.9063889,-5.578071223
-116.7929415,8.791971405
-116.8106911,-6.030108988
-116.6853215,5.556332668
-116.5480967,4.830693098
-116.5433359,3.443650904
-116.6574676,6.317659429
-116.6602476,-5.173616381
-116.4039418,2.92886316
-116.130969,4.855565989
-116.0029985,5.15961005
-116.1835761,3.034437769
-115.9339305,-1.217730805
-115.8675058,8.125810488
-115.7532794,5.2728744
-115.7556395,4.747740203
-115.7264616,-11.74799019
-115.6665403,3.914721838
-115.6062881,3.186703122
-115.5909978,-1.022006383
-115.3667494,5.383844573
-115.524443,4.726275018
-115.4391216,-11.80667579
-115.229137,3.385361824
-115.1893876,28.53888429
-115.3216538,-0.891153346
-115.1819777,-2.430460892
-115.291501,-5.054659074
-114.9423909,5.576158885
-115.0855991,4.517438857
-115.1496115,-6.101483372
-114.8383122,3.364685911
-114.9161408,-12.1405493
-114.6713208,4.020084023
-114.6540142,28.06305506
-114.6181302,5.60391559
-114.7023443,-4.43608108
-114.475699,7.939444042
-114.6180874,3.438892611
-114.51737,-12.20531494
-114.3591151,28.44371844
-114.3955498,4.027731279
-114.5139425,-6.006317526
-114.4011417,-11.71343592
-114.2284795,8.583796119
-114.2645935,27.7299746
-114.3202479,9.910170086
-114.1917775,5.877517395
-114.1741349,-1.069589306
-114.2226076,-6.418702856
-114.3163451,-5.5304883
-114.1786044,-7.500421296
-114.036469,7.816521492
-114.1195368,-12.14920074
-114.0179175,-11.61317191
-113.8378532,8.518964387
-113.927291,-5.945139483
-113.9468124,6.020266163
-113.8560866,-0.9744234605
-113.9100837,-7.552762511
-113.8168986,7.745147108
-113.8327235,-1.212338074
-113.7683012,-12.24761088
-113.6621514,4.122897124
-113.809093,-6.827122941
-113.5547185,6.281972237
-113.709332,-11.81143408
-113.5569639,5.78235155
-113.3135893,27.31659796
-113.4023504,-12.36656818
-113.2942279,4.442892279
-113.393636,-1.366982572
-113.1575457,7.673772724
-113.0879375,5.040851006
-113.1301958,3.663212104
-112.9265931,5.785920269
-113.1750814,-7.100724746
-112.8417206,6.186965002
-112.7723057,4.235906565
-112.7303002,4.884223886
-112.8829089,3.545954187
-112.5715032,7.599424407
-112.5557683,5.664187292
-112.7832548,-12.33484623
-112.4776382,6.739561343
-112.4881673,6.208898463
-112.4219909,4.365626676
-112.3256956,4.909431505
-112.3095771,27.82514045
-112.3155649,26.49281862
-112.1844321,25.22711287
-112.1686143,7.544902308
-112.1888198,5.767234059
-112.2204551,25.90992781
-112.1074274,6.580065858
-112.0772139,6.136674384
-112.0187412,27.3017283
-111.9389553,5.1880056
-112.095246,4.842588828
-111.9873052,7.114673383
-111.7856714,24.797677
-111.9360347,7.649981262
-111.8387508,5.738733871
-111.9263188,-4.685098375
-111.7001879,6.367885848
-111.6827875,-5.120255532
-111.5561099,5.203992455
-111.7534603,-11.52593655
-111.3863463,5.759353137
-111.3872422,26.46902715
-111.4950226,7.923583067
-111.3882046,26.254904
-111.2681125,4.825594928
-111.3468308,-5.311805119
-111.161387,6.956724515
-111.2829262,6.189185538
-111.1940698,-5.751748891
-110.9827667,5.928215866
-110.9905259,5.177499399
-110.88915,28.57060624
-110.9450718,-9.241956264
-110.8997713,26.20732108
-110.8468285,7.346171511
-110.8170724,6.553874652
-110.990705,-4.898692828
-110.9204363,-5.572519882
-110.9461767,-5.863568759
-110.6960792,28.0392636
-110.623428,6.15014812
-110.6069631,5.58541112
-110.6520544,5.216940189
-110.6719141,4.875302088
-110.560926,-8.93663251
-110.6443097,-9.368844058
-110.4497597,24.85913827
-110.4213132,7.631146356
-110.3913117,6.893443691
-110.4549871,4.366759602
-110.4704675,23.87575787
-110.5738996,-6.386980907
-110.553762,-5.5304883
-110.2359351,6.164714321
-110.2104408,5.62439542
-110.2127981,4.012606707
-110.1529983,4.814832124
-110.2760565,-8.975491897
-110.086981,27.65860022
-110.052348,6.97483246
-110.0136962,4.357243018
-109.9304696,24.42890935
-109.9409037,7.610328827
-109.9045403,24.76198981
-109.9055675,6.049835551
-109.8446355,5.473062553
-109.8514119,3.965278693
-109.8076479,5.004891912
-109.7552676,4.699840061
-109.8637885,-9.661280769
-109.6504598,6.99968132
-109.6220445,4.261680648
-109.5946144,7.517428835
-109.5270684,27.20656245
-109.4647578,24.76198981
-109.5109254,6.334908239
-109.4501893,24.3793438
-109.5281875,3.037609964
-109.4544224,5.316293817
-109.4829083,26.15973816
-109.3915588,4.806901636
-109.4763936,-9.668503177
-109.3086206,26.88537773
-109.286701,6.755422317
-109.2781648,4.150370597
-109.2000711,7.54750804
-109.1330808,6.144219676
-109.1556015,2.945351964
-109.0677074,5.468417553
-109.0649724,4.989699364
-108.938482,25.88613635
-108.9557449,8.042324088
-108.9870633,4.656817168
-109.1061403,-9.606758671
-108.888604,24.81721998
-108.9239156,7.217120857
-109.1640046,-6.172857756
-108.8649583,4.191155959
-108.7397491,6.681346339
-108.7720966,6.007452762
-108.5917956,24.38013685
-108.641758,7.516182616
-108.6581888,5.413470607
-108.6014109,8.189794704
-108.6322488,4.778153621
-108.6583029,3.058229231
-108.4738217,24.77718991
-108.448637,4.407271174
-108.4210631,4.200219373
-108.2968074,25.50547297
-108.3479923,6.868035234
-108.3959948,6.223539363
-108.2351116,8.427168998
-108.2385018,7.6728475
-108.3167615,7.293471879
-108.2504033,5.749519333
-108.2953068,5.302028381
-108.2251712,8.102019027
-108.4166524,2.463442698
-108.0869493,24.72273389
-108.0596429,4.802936393
-108.0300117,4.2299587
-108.0013012,6.691978421
-107.914811,6.175881742
-107.992203,3.400826273
-107.9517426,24.36348283
-107.8475742,8.650791305
-107.8695166,7.504211357
-107.8896313,5.565537697
-107.8749527,5.207391235
-107.8100076,8.181323898
-107.8711568,7.864104414
-107.7132643,24.87499925
-107.6488464,4.778157667
-107.6323543,4.219479128
-107.726024,3.914721838
-107.5797712,6.738156514
-107.5341808,6.009593993
-107.5575681,3.342735455
-107.5739838,2.951960703
-107.7342572,2.082779317
-107.4623278,8.904782584
-107.4712812,7.441145102
-107.480179,5.340510126
-107.4382327,8.150196736
-107.4574284,7.762141009
-107.2380426,4.755003293
-107.2603345,4.242845741
-107.2307424,6.94416791
-107.2257449,6.502892949
-107.259357,2.648223047
-107.1395369,5.75142265
-107.2106028,3.348485059
