Longitude,Latitude
-124.891763,27.93160724
-124.9013683,27.34761183
-124.9000572,26.50426989
-124.9196012,25.96570557
-124.9052099,24.93957607
-124.9524402,23.49112925
-124.9226752,22.86556487
-124.9285398,22.46670858
-124.9932321,21.66315197
-124.9456683,19.56157289
-124.9353246,19.01550221
-124.9869929,13.38680752
-124.998213,12.40034304
-124.9700829,10.50495662
-124.9559786,9.195313919
-124.9944756,8.097613201
-125.0172546,7.619845411
-125.0887963,5.835882338
-124.9934326,5.309496257
-124.9974102,4.424453896
-125.024333,3.87031111
-125.0854015,1.154912326
-125.1135174,0.3352964843
-125.1632428,0.1437752208
-125.0744298,-1.840168302
-125.1340309,-9.665444275
-124.991655,16.57772712
-124.9545838,8.517236673
-124.9352533,3.498937728
-124.9889908,-10.01121351
-125.0526147,-11.12068866
-124.8041086,25.6898568
-124.9417656,22.24207753
-124.7427893,28.46106638
-124.9159254,-11.87487798
-124.6421006,26.94499233
-124.725571,23.89060951
-124.8279796,-2.143603845
-124.6338385,24.68519045
-124.6688252,21.08223943
-124.8405967,17.57102063
-124.7198249,6.389033813
-124.7188297,4.798376363
-124.7883639,-10.67340919
-124.5840122,20.29915351
-124.6869348,13.70728731
-124.7216213,-11.40697924
-124.501648,27.75298718
-124.4971405,26.21896757
-124.5211108,22.81835959
-124.5375428,19.76617946
-124.5576656,19.17184609
-124.6656674,13.00306006
-124.5952039,12.37258633
-124.5671494,9.101260402
-124.5930534,8.191358392
-124.615541,5.672910828
-124.6034906,5.092399172
-124.6093536,3.787834044
-124.6659609,2.841678379
-124.5300474,10.56126308
-124.605458,3.567366503
-124.7160291,-9.075416035
-124.3777284,25.72796719
-124.3916282,24.21497356
-124.5682053,7.507232495
-124.6315049,-10.2015452
-124.4247975,28.54364258
-124.3013269,27.02276398
-124.3159412,25.08887521
-124.3243686,23.7079431
-124.3620851,8.520352222
-124.4661276,-2.397945895
-124.244673,23.1548045
-124.271719,20.92588102
-124.4445787,6.021059212
-124.3647485,4.937754674
-124.4253536,17.54722917
-124.3932761,-10.65160035
-124.1600111,20.24719955
-124.3915653,-11.17699512
-124.1064462,28.1021788
-124.114606,27.66724283
-124.1163484,26.50292999
-124.1243871,26.07335249
-124.1171316,23.06684819
-124.1276744,19.75454808
-124.2961882,19.10556988
-124.1913215,12.53912656
-124.1909893,9.118254303
-124.059977,24.71371168
-124.1485859,10.78705537
-124.2041986,3.935517337
-124.1505514,3.360113742
-124.181422,2.963063385
-124.018779,25.69070649
-124.0130867,24.1096506
-124.1104452,8.245560844
-124.1515187,-10.31653727
-124.1957381,-12.0011049
-124.1842377,16.83348533
-124.0553842,12.88608537
-124.115779,7.60239834
-123.8930774,27.25493843
-123.9316185,26.83382956
-123.9374711,21.33079247
-123.9572716,8.622258981
-124.2081889,-4.804848731
-123.8805487,23.51904456
-123.968824,4.964520068
-124.1744006,-2.723095866
-124.2026288,-9.004041651
-123.8045874,25.199117
-123.7699212,23.85196641
-123.7683322,20.58130136
-123.8763401,20.10639735
-123.7376453,28.01335734
-123.7008711,26.53122483
